"","X","url","id","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"124",124,"https://bj.lianjia.com/chengjiao/101089575068.html","101089575068",116.231747,40.230104,1111040862979,"2016-07-28",420,6,190,20041,94.81,2,"2",1,1,"mid 6",4,1996,3,2,0.5,0,0,0,6,33179
"125",125,"https://bj.lianjia.com/chengjiao/101089575602.html","101089575602",116.119651,39.934504,1111027382024,"2016-09-26",480,46,380,22755,167,4,"2",1,2,"low 6",4,2004,3,2,0.5,0,0,0,12,39294
"126",126,"https://bj.lianjia.com/chengjiao/101089575737.html","101089575737",116.122354,39.937384,1111027376723,"2016-08-14",437,59,365,25000,146,4,"1",1,2,"mid 5",4,2000,3,2,0.5,0,1,0,12,36358
"127",127,"https://bj.lianjia.com/chengjiao/101089576436.html","101089576436",116.122491,39.939735,1111027377936,"2016-07-28",420,16,146,28505,51.22,1,"1",1,1,"low 18",4,2008,3,6,0.5,1,1,0,12,39994
"128",128,"https://bj.lianjia.com/chengjiao/101089577075.html","101089577075",116.118409,39.937888,1111043529456,"2016-08-04",427,12,285,30685,92.88,2,"1",1,1,"mid 15",4,2006,4,6,0.333,1,1,0,12,38753
"129",129,"https://bj.lianjia.com/chengjiao/101089578229.html","101089578229",116.117019,39.93386,1111052073923,"2016-07-22",414,39,138.9,21403,64.9,2,"1",1,1,"low 6",4,1989,3,2,0.333,0,1,0,12,39381
"130",130,"https://bj.lianjia.com/chengjiao/101089584244.html","101089584244",116.293654,39.79232,1111027378243,"2016-06-16",377,52,260,15991,162.6,3,"2",1,2,"low 6",4,1999,3,2,0.5,0,1,0,4,34068
"131",131,"https://bj.lianjia.com/chengjiao/101089588384.html","101089588384",116.48154,39.918388,1111027381647,"2016-08-14",435,61,830,47939,173.14,4,"2",1,2,"mid 30",1,2002,4,6,0.375,1,0,1,7,77310
"132",132,"https://bj.lianjia.com/chengjiao/101089591983.html","101089591983",116.245538,40.220033,1111027378507,"2016-07-06",396,11,132.7,28606,46.39,2,"0",1,1,"low 6",1,1982,3,4,0.25,0,1,1,6,42282
"133",133,"https://bj.lianjia.com/chengjiao/101089595820.html","101089595820",116.16711,39.738534,1111052214168,"2016-08-17",437,171,91,22332,40.75,1,"0",1,1,"bottom 5",NA,2005,4,6,0.111,0,0,0,5,35718
"134",134,"https://bj.lianjia.com/chengjiao/101089596604.html","101089596604",116.482231,40.009521,1111027380322,"2016-06-16",375,225,402,70738,56.83,2,"1",1,1,"bottom 6",4,1997,4,2,0.5,0,1,1,7,66864
"135",135,"https://bj.lianjia.com/chengjiao/101089600337.html","101089600337",116.342963,40.093175,1111027378137,"2016-09-28",478,40,225,44768,50.26,1,"1",0,1,"bottom 11",4,2004,3,6,0.25,1,0,1,6,53740
"136",136,"https://bj.lianjia.com/chengjiao/101089617238.html","101089617238",116.199293,39.938056,1111027380971,"2017-03-09",637,198,391,39692,98.51,3,"1",1,1,"mid 6",4,1996,3,2,0.333,0,1,0,9,42325
"137",137,"https://bj.lianjia.com/chengjiao/101089627140.html","101089627140",116.421128,40.068301,1111027377809,"2016-08-21",435,33,109,19758,55.17,1,"0",0,1,"low 10",3,2008,4,6,0.167,1,0,1,6,24224
"138",138,"https://bj.lianjia.com/chengjiao/101089632219.html","101089632219",116.345863,39.877035,1111027379116,"2016-07-18",400,38,405,56787,71.32,1,"1",1,1,"bottom 20",3,2008,3,6,0.4,1,0,0,2,81880
"139",139,"https://bj.lianjia.com/chengjiao/101089644663.html","101089644663",116.432684,40.077562,1111027380057,"2016-09-29",470,38,700,29615,236.37,6,"2",1,4,"high 12",4,2008,3,6,0.5,1,0,0,6,38384
"140",140,"https://bj.lianjia.com/chengjiao/101089659463.html","101089659463",116.661432,40.180564,1111027378374,"2016-09-07",445,76,330,16337,202,4,"2",1,2,"low 6",4,2000,3,2,0.5,0,1,0,13,31282
"141",141,"https://bj.lianjia.com/chengjiao/101089664647.html","101089664647",116.49138,39.938386,1111027374772,"2016-08-12",419,13,990,65637,150.83,2,"2",1,2,"low 31",3,2005,4,6,0.444,1,1,1,7,91022
"142",142,"https://bj.lianjia.com/chengjiao/101089665243.html","101089665243",116.673912,40.209832,1111027377882,"2016-07-31",406,41,258,28709,89.87,2,"2",1,1,"mid 6",4,2008,3,6,0.333,1,1,0,13,35734
"143",143,"https://bj.lianjia.com/chengjiao/101089671144.html","101089671144",116.225111,39.761305,1111053389754,"2016-07-31",405,34,270,30034,89.9,3,"2",1,1,"high 15",4,2012,3,6,0.5,1,0,0,5,40051
"144",144,"https://bj.lianjia.com/chengjiao/101089672534.html","101089672534",116.371787,39.905909,1111027381293,"2016-08-15",420,85,442,76617,57.69,2,"0",1,1,"mid 12",4,1979,3,6,0.107,1,1,1,10,92127
"145",145,"https://bj.lianjia.com/chengjiao/101089673230.html","101089673230",116.225476,40.226443,1111027381893,"2016-10-06",473,40,295,25000,118,3,"1",1,1,"low 6",4,2002,1,2,0.5,0,0,1,6,33241
"146",146,"https://bj.lianjia.com/chengjiao/101089675346.html","101089675346",116.16711,39.738534,1111052214168,"2016-09-09",445,50,242,12475,194,5,"2",1,4,"low 6",NA,2005,1,2,0.5,0,0,0,5,35718
"147",147,"https://bj.lianjia.com/chengjiao/101089679301.html","101089679301",116.333765,40.07892,1111027378234,"2016-07-31",404,22,526,37287,141.07,3,"1",1,2,"mid 9",4,2005,3,6,0.333,1,1,1,6,52980
"148",148,"https://bj.lianjia.com/chengjiao/101089681707.html","101089681707",116.529485,39.830024,1111027377363,"2016-06-30",373,22,620,28031,221.19,4,"2",1,2,"bottom 4",4,2009,1,6,0.5,0,1,0,4,55358
"149",149,"https://bj.lianjia.com/chengjiao/101089689543.html","101089689543",116.445996,40.069568,1111027380049,"2016-08-06",408,10,328,26356,124.45,3,"1",1,1,"high 6",4,2001,2,2,0.5,0,1,0,6,38156
"150",150,"https://bj.lianjia.com/chengjiao/101089689777.html","101089689777",116.3434,40.083322,1111027378110,"2016-08-08",410,53,410,27947,146.71,3,"1",1,2,"mid 6",4,2003,4,2,0.5,0,1,1,6,41560
"151",151,"https://bj.lianjia.com/chengjiao/101089692523.html","101089692523",116.305898,39.926084,1111027380689,"2016-09-19",452,104,1013,69006,146.8,2,"1",1,2,"high 26",3,2006,4,6,0.667,1,1,1,8,104613
"152",152,"https://bj.lianjia.com/chengjiao/101089705636.html","101089705636",116.454043,39.903712,1111027379306,"2016-06-30",368,1,220.2,46271,47.59,1,"1",1,1,"high 6",4,1994,1,2,0.333,0,0,1,7,68712
"153",153,"https://bj.lianjia.com/chengjiao/101089715689.html","101089715689",116.410182,40.051959,1111027377555,"2016-09-27",455,110,575,47521,121,3,"1",1,2,"bottom 6",4,2004,4,4,0.5,0,1,0,6,50000
"154",154,"https://bj.lianjia.com/chengjiao/101089720767.html","101089720767",116.296286,39.870107,1111027382679,"2016-08-25",422,53,635,32743,193.94,3,"2",1,2,"high 24",1,2001,3,6,0.286,1,0,1,2,53588
"155",155,"https://bj.lianjia.com/chengjiao/101089721373.html","101089721373",116.665923,40.186753,1111027381403,"2016-07-25",390,25,58,17576,33,1,"0",1,1,"mid 15",4,2014,1,6,0.13,1,0,0,13,43947
"156",156,"https://bj.lianjia.com/chengjiao/101089722236.html","101089722236",116.421128,40.068301,1111027377809,"2016-07-24",389,8,106.5,20834,51.12,1,"0",1,1,"high 10",3,2008,4,6,0.174,1,0,1,6,24224
"157",157,"https://bj.lianjia.com/chengjiao/101089724256.html","101089724256",116.444857,39.954789,1111027380242,"2016-08-02",398,37,470,42708,110.05,2,"2",1,2,"bottom 2",3,2006,4,6,0.067,1,0,1,1,107168
"158",158,"https://bj.lianjia.com/chengjiao/101089725221.html","101089725221",116.564416,39.909334,1111027380010,"2016-08-10",406,87,205,34207,59.93,1,"1",1,1,"low 6",4,2009,3,2,0.5,0,0,0,7,51863
"159",159,"https://bj.lianjia.com/chengjiao/101089726827.html","101089726827",116.430012,40.066244,1111027380045,"2016-10-31",487,52,580,20579,281.85,5,"2",1,3,"bottom 6",4,NA,3,2,0.5,0,1,0,6,39940
"160",160,"https://bj.lianjia.com/chengjiao/101089729154.html","101089729154",116.308505,39.839489,1111027381703,"2017-04-13",651,93,840,56900,147.63,3,"2",1,2,"low 30",1,2001,3,6,0.214,1,1,1,2,57372
"161",161,"https://bj.lianjia.com/chengjiao/101089729474.html","101089729474",116.520858,39.918846,1111027377634,"2016-07-28",392,222,330,29483,111.93,3,"2",1,1,"low 6",4,NA,2,2,0.5,0,1,1,7,56752
"162",162,"https://bj.lianjia.com/chengjiao/101089736146.html","101089736146",116.345466,40.008394,1111027375266,"2016-09-29",453,30,354,56191,63,1,"1",1,1,"low 19",3,2010,4,6,0.222,1,0,1,8,60618
"163",163,"https://bj.lianjia.com/chengjiao/101089741193.html","101089741193",116.122354,39.937384,1111027376723,"2016-06-17",349,54,189,23464,80.55,2,"1",1,2,"low 6",4,2000,3,2,0.333,0,1,0,12,36358
"164",164,"https://bj.lianjia.com/chengjiao/101089742139.html","101089742139",116.5038376,39.9307251,1111027374762,"2016-07-29",391,26,1890,60823,310.74,4,"2",1,3,"mid 32",4,2010,4,6,0.333,0,0,0,7,86411
"165",165,"https://bj.lianjia.com/chengjiao/101089744951.html","101089744951",116.418443,39.866651,1111027376735,"2016-08-16",409,310,246.8,46567,53,2,"1",1,1,"mid 6",4,1975,3,2,0.333,0,0,0,1,66495
"166",166,"https://bj.lianjia.com/chengjiao/101089749643.html","101089749643",116.437705,39.898038,1111043314469,"2016-07-31",392,60,1020,82259,124,3,"2",1,2,"mid 12",3,2005,4,6,0.333,1,1,1,1,100713
"167",167,"https://bj.lianjia.com/chengjiao/101089751081.html","101089751081",116.387363,39.864499,1111027381973,"2016-07-25",386,55,181,36200,50,1,"1",1,1,"mid 6",4,1990,3,2,0.056,0,1,0,2,52501
"168",168,"https://bj.lianjia.com/chengjiao/101089756045.html","101089756045",116.434166,39.948115,1111027378459,"2017-01-05",548,56,2200,72132,305,3,"2",1,3,"low 12",1,2008,4,6,0.75,1,0,1,1,67987
"169",169,"https://bj.lianjia.com/chengjiao/101089756397.html","101089756397",116.491073,39.936639,1111027377991,"2016-06-23",352,31,200,46083,43.4,1,"1",1,1,"low 6",4,1983,1,4,0.333,0,0,1,7,56638
"170",170,"https://bj.lianjia.com/chengjiao/101089759082.html","101089759082",116.388163,39.841127,1111027381326,"2016-08-23",413,106,490,45371,108,3,"2",1,1,"mid 10",3,2006,4,6,0.333,1,0,1,2,56538
"171",171,"https://bj.lianjia.com/chengjiao/101089763825.html","101089763825",116.404579,39.978491,1111027375686,"2016-08-30",419,185,450,69231,65,2,"1",1,1,"mid 16",3,1986,3,6,0.167,1,1,1,7,72138
"172",172,"https://bj.lianjia.com/chengjiao/101089766428.html","101089766428",116.242531,40.201675,1111054265763,"2016-09-11",431,223,177,18870,93.8,2,"1",1,1,"low 6",4,2014,3,6,0.333,0,0,0,6,45957
"173",173,"https://bj.lianjia.com/chengjiao/101089768076.html","101089768076",116.460123,39.899975,1111027374685,"2016-08-24",412,76,210,50934,41.23,1,"1",1,1,"mid 6",4,1981,1,2,0.333,0,1,1,7,65697
"174",174,"https://bj.lianjia.com/chengjiao/101089768239.html","101089768239",116.388606,39.965854,1111027379265,"2016-10-25",474,239,560,119684,46.79,1,"1",1,1,"high 15",3,2009,4,6,0.5,1,1,0,10,127398
"175",175,"https://bj.lianjia.com/chengjiao/101089773776.html","101089773776",116.244971,40.21774,1111047836724,"2016-07-28",384,32,218,29067,75,1,"1",1,1,"low 22",1,2010,4,6,0.286,1,0,0,6,39253
"176",176,"https://bj.lianjia.com/chengjiao/101089777827.html","101089777827",116.312131,39.970749,1111027381078,"2016-08-12",399,34,675,64000,105.47,2,"1",1,1,"low 18",1,1998,3,6,0.25,1,0,1,8,90890
"177",177,"https://bj.lianjia.com/chengjiao/101089780231.html","101089780231",116.38483,40.014138,1111027374466,"2016-08-29",416,24,1840,91013,202.17,3,"2",1,3,"low 9",4,2007,4,6,1,1,1,0,7,118404
"178",178,"https://bj.lianjia.com/chengjiao/101089783968.html","101089783968",116.452057,39.941752,1111027377715,"2016-07-29",384,14,1158,51014,227,4,"2",1,3,"mid 19",1,1997,4,6,0.5,1,1,0,7,54914
"179",179,"https://bj.lianjia.com/chengjiao/101089784179.html","101089784179",116.224012,39.763726,1111053458322,"2016-08-17",403,41,280,31275,89.53,3,"1",1,1,"low 20",3,2012,4,6,0.5,1,0,1,5,38758
"180",180,"https://bj.lianjia.com/chengjiao/101089800157.html","101089800157",116.377737,40.012518,1111027382657,"2016-08-12",395,13,235,51087,46,1,"0",1,1,"mid 16",3,2007,4,6,0.154,1,0,1,7,62834
"181",181,"https://bj.lianjia.com/chengjiao/101089800492.html","101089800492",116.367137,40.040209,1111027382073,"2016-06-28",350,67,345,46622,74,3,"1",1,1,"bottom 6",4,1998,3,2,0.333,0,1,1,8,64588
"182",182,"https://bj.lianjia.com/chengjiao/101089801498.html","101089801498",116.343714,39.996907,1111027375225,"2016-11-04",478,17,1680,74009,227,6,"2",1,3,"bottom 19",1,2003,3,6,0.222,1,1,1,8,107405
"183",183,"https://bj.lianjia.com/chengjiao/101089811288.html","101089811288",116.478996,39.919079,1111027374592,"2016-08-07",388,38,495,38077,130,3,"1",1,2,"mid 15",1,1998,3,6,0.143,0,1,1,7,62683
"184",184,"https://bj.lianjia.com/chengjiao/101089812553.html","101089812553",116.45831,39.923422,1111027379317,"2016-07-23",373,28,315,54152,58.17,1,"0",1,1,"mid 31",1,2008,4,6,0.25,1,0,1,7,75090
"185",185,"https://bj.lianjia.com/chengjiao/101089812564.html","101089812564",116.665923,40.186753,1111027381403,"2016-07-27",377,22,555,32734,169.55,4,"2",1,2,"bottom 11",4,2012,1,6,0.5,1,0,0,13,43947
"186",186,"https://bj.lianjia.com/chengjiao/101089815779.html","101089815779",116.45831,39.923422,1111027379317,"2016-06-23",342,29,301,52440,57.4,1,"0",1,1,"low 31",1,2008,4,6,0.25,1,0,1,7,75090
"187",187,"https://bj.lianjia.com/chengjiao/101089816110.html","101089816110",116.504911,39.998661,1111027381631,"2016-08-31",411,37,1213.8,30097,403.3,6,"3",1,4,"mid 23",1,2002,4,6,0.5,1,1,0,7,60452
"188",188,"https://bj.lianjia.com/chengjiao/101089818264.html","101089818264",116.462122,39.923796,1111027380611,"2016-08-30",410,22,900,65498,137.41,2,"1",1,2,"low 31",1,2006,4,6,0.75,1,1,1,7,103114
"189",189,"https://bj.lianjia.com/chengjiao/101089818385.html","101089818385",116.24369,40.221606,1111027379219,"2016-07-31",380,16,237.6,22416,106,2,"1",1,1,"high 6",4,1993,1,4,0.5,0,1,1,6,42567
"190",190,"https://bj.lianjia.com/chengjiao/101089827723.html","101089827723",116.225785,39.802262,1111045965035,"2016-08-19",398,207,200,24649,81.14,2,"1",1,1,"low 6",NA,NA,2,1,0.25,0,0,1,5,34781
"191",191,"https://bj.lianjia.com/chengjiao/101089828782.html","101089828782",116.476687,39.988644,1111027375068,"2016-08-14",392,108,213,47334,45,1,"1",1,1,"low 6",4,1993,4,2,0.333,0,0,0,7,67436
"192",192,"https://bj.lianjia.com/chengjiao/101089829481.html","101089829481",116.512916,39.864254,1111027376354,"2016-07-14",362,392,163,29637,55,1,"1",1,1,"low 13",3,2007,3,6,0.333,1,1,0,7,46072
"193",193,"https://bj.lianjia.com/chengjiao/101089841839.html","101089841839",116.550348,39.755625,1111027381517,"2016-07-24",370,39,440,18360,239.66,4,"2",1,4,"mid 4",4,2006,2,6,1,0,0,0,3,33518
"194",194,"https://bj.lianjia.com/chengjiao/101089843426.html","101089843426",116.48837,39.929525,1111027381794,"2016-08-24",401,112,276,46000,60,2,"0",1,1,"low 6",4,1979,3,2,0.333,0,1,1,7,61239
"195",195,"https://bj.lianjia.com/chengjiao/101089848954.html","101089848954",116.134792,39.743391,1111027375971,"2016-06-29",344,24,118,17788,66.34,1,"1",1,1,"bottom 10",4,2000,3,6,0.167,1,1,0,5,28671
"196",196,"https://bj.lianjia.com/chengjiao/101089859053.html","101089859053",116.448302,39.960966,1111027374893,"2016-09-26",431,36,312,26497,117.75,2,"1",1,1,"high 25",1,2008,4,6,0.4,1,0,0,7,34966
"197",197,"https://bj.lianjia.com/chengjiao/101089866708.html","101089866708",116.384462,39.907534,1111027381778,"2016-07-31",373,12,1220,74976,162.72,3,"2",1,2,"mid 11",3,1999,4,6,0.5,1,1,1,10,70502
"198",198,"https://bj.lianjia.com/chengjiao/101089872731.html","101089872731",116.254035,40.205429,1111046251721,"2016-07-29",371,5,170,24638,69,1,"1",1,1,"mid 21",3,2010,1,6,0.5,1,0,0,6,42231
"199",199,"https://bj.lianjia.com/chengjiao/101089901832.html","101089901832",116.467922,39.993105,1111027375067,"2016-07-21",360,88,387,46017,84.1,3,"1",1,1,"low 18",1,1995,3,6,0.2,1,1,1,7,59262
"200",200,"https://bj.lianjia.com/chengjiao/101089903581.html","101089903581",116.223565,39.76392,1111053464799,"2016-08-29",398,104,261,33110,78.83,2,"1",1,1,"mid 20",3,2012,2,6,0.5,1,0,1,5,39756
"201",201,"https://bj.lianjia.com/chengjiao/101089904788.html","101089904788",116.233676,40.231785,1111027375855,"2016-08-05",374,108,110,25987,42.33,1,"1",1,1,"mid 5",4,2003,3,6,0.02,0,1,1,6,41537
"202",202,"https://bj.lianjia.com/chengjiao/101089908540.html","101089908540",116.414421,40.053513,1111027378407,"2016-07-27",365,35,112.6,32172,35,1,"0",1,1,"high 20",3,2007,3,6,0.286,1,0,0,7,34875
"203",203,"https://bj.lianjia.com/chengjiao/101089908973.html","101089908973",116.429293,39.872461,1111027374678,"2016-10-24",453,96,120,34823,34.46,1,"0",1,1,"low 23",1,2005,4,6,0.12,1,0,1,2,61390
"204",204,"https://bj.lianjia.com/chengjiao/101089913477.html","101089913477",116.305298,39.979471,1111027380422,"2016-09-26",425,62,1700,85587,198.63,4,"2",1,2,"low 6",4,2000,4,2,0.5,1,0,1,8,127805
"205",205,"https://bj.lianjia.com/chengjiao/101089915643.html","101089915643",116.188935,40.054103,1111027379217,"2016-06-30",336,10,165,27500,60,1,"1",1,1,"mid 10",1,2012,3,6,0.1,1,0,0,8,56762
"206",206,"https://bj.lianjia.com/chengjiao/101089916459.html","101089916459",116.421713,39.971435,1111027375189,"2016-07-31",367,273,244,59195,41.22,1,"1",1,1,"mid 20",1,1997,4,6,0.222,1,1,1,7,78727
"207",207,"https://bj.lianjia.com/chengjiao/101089920834.html","101089920834",116.305898,39.926084,1111027380689,"2016-07-30",366,233,710,65741,108,2,"2",1,1,"mid 17",3,2008,4,6,0.667,1,0,1,8,104613
"208",208,"https://bj.lianjia.com/chengjiao/101089932875.html","101089932875",116.382855,39.899213,1111027374452,"2016-07-07",342,44,1585,100045,158.43,3,"2",1,2,"high 18",4,2004,4,6,1,1,1,1,10,125030
"209",209,"https://bj.lianjia.com/chengjiao/101089932920.html","101089932920",116.679737,40.219508,1111046920919,"2016-08-07",373,3,666,22200,300,4,"3",1,3,"bottom 4",NA,2013,2,6,0.5,1,0,0,13,27425
"210",210,"https://bj.lianjia.com/chengjiao/101089945139.html","101089945139",116.471215,39.903238,1111027379315,"2016-09-19",415,118,355,49693,71.44,2,"1",1,1,"low 16",1,1986,3,6,0.333,1,0,1,7,70022
"211",211,"https://bj.lianjia.com/chengjiao/101089950508.html","101089950508",116.259318,40.217911,1111027376568,"2016-09-18",412,46,365,19797,184.38,3,"2",1,2,"low 6",4,2001,1,4,0.5,0,0,0,6,36436
"212",212,"https://bj.lianjia.com/chengjiao/101089959274.html","101089959274",116.440728,39.963453,1111027375051,"2016-07-31",362,31,600,58732,102.16,1,"1",1,1,"low 21",1,2001,4,6,0.375,1,1,1,7,69767
"213",213,"https://bj.lianjia.com/chengjiao/101089960116.html","101089960116",116.322609,40.089206,1111027379920,"2016-06-23",324,79,323.9,25315,127.95,3,"2",1,2,"low 6",4,2008,2,2,0.5,0,1,0,6,40386
"214",214,"https://bj.lianjia.com/chengjiao/101089971937.html","101089971937",116.254113,40.220461,1111027376884,"2016-11-13",465,41,288,32360,89,2,"1",1,1,"low 6",4,1998,3,4,0.5,0,1,0,6,37478
"215",215,"https://bj.lianjia.com/chengjiao/101089985680.html","101089985680",116.534997,39.928559,1111027374236,"2016-08-05",364,131,450,36338,123.84,3,"1",1,2,"low 24",1,2003,4,6,0.222,1,0,1,7,47463
"216",216,"https://bj.lianjia.com/chengjiao/101089988015.html","101089988015",116.44439,40.093691,1111027381549,"2016-09-20",409,2,280,24138,116,3,"1",1,1,"low 6",4,1999,3,2,0.5,0,1,0,6,34628
"217",217,"https://bj.lianjia.com/chengjiao/101089991726.html","101089991726",116.269851,39.897262,1111027378928,"2016-09-12",401,226,216,30924,69.85,2,"1",1,1,"low 6",4,1994,3,2,0.333,0,0,0,2,47734
"218",218,"https://bj.lianjia.com/chengjiao/101089992721.html","101089992721",116.461498,39.954426,1111027379503,"2016-09-24",413,28,1200,54363,220.74,2,"2",1,2,"mid 29",1,2008,4,6,1,1,0,1,7,66771
"219",219,"https://bj.lianjia.com/chengjiao/101089993965.html","101089993965",116.338639,40.079333,1111027378111,"2016-07-26",353,60,368,25912,142.02,3,"2",1,1,"low 6",4,2003,4,4,0.5,0,1,1,6,40638
"220",220,"https://bj.lianjia.com/chengjiao/101090007138.html","101090007138",116.432151,39.905567,1111027376916,"2017-01-11",520,181,1100,57046,192.83,3,"2",1,2,"mid 16",3,1999,3,6,1,1,1,1,1,78508
"221",221,"https://bj.lianjia.com/chengjiao/101090010118.html","101090010118",116.117724,39.941152,1111052110644,"2016-08-01",357,51,320.5,27511,116.5,3,"1",1,2,"bottom 14",3,2006,3,6,0.333,1,1,0,12,39492
"222",222,"https://bj.lianjia.com/chengjiao/101090016634.html","101090016634",116.246651,40.219539,1111027379020,"2016-07-17",341,3,98,26134,37.5,1,"0",0,1,"mid 10",1,2007,1,6,0.042,0,0,0,6,36705
"223",223,"https://bj.lianjia.com/chengjiao/101090017646.html","101090017646",116.16711,39.738534,1111052214168,"2016-08-17",372,40,204.5,12105,168.94,5,"2",1,2,"low 6",NA,2005,4,6,0.5,0,0,0,5,35718
"224",224,"https://bj.lianjia.com/chengjiao/101090018551.html","101090018551",116.475046,39.88209,1111027380436,"2016-09-12",398,569,227,33937,66.89,2,"1",1,1,"low 4",4,1965,4,4,0.333,0,1,1,7,57814
"225",225,"https://bj.lianjia.com/chengjiao/101090025258.html","101090025258",116.37785,39.842419,1111027374041,"2016-08-16",370,193,298.8,35572,84,2,"1",1,1,"high 21",1,2009,1,6,0.154,1,0,1,2,38915
"226",226,"https://bj.lianjia.com/chengjiao/101090025286.html","101090025286",116.37785,39.842419,1111027374041,"2016-08-17",371,239,108,30858,35,1,"0",0,1,"high 21",1,2009,4,6,0.154,1,1,1,2,38915
"227",227,"https://bj.lianjia.com/chengjiao/101090029544.html","101090029544",116.559953,40.117154,1111027377343,"2017-03-05",571,51,150,30688,48.88,1,"0",0,1,"high 7",3,2013,4,6,0.13,1,0,1,13,54715
"228",228,"https://bj.lianjia.com/chengjiao/101090042032.html","101090042032",116.343992,40.078436,1111027379397,"2016-08-14",367,119,136,26667,51,1,"0",1,1,"mid 19",1,2011,3,6,0.235,1,0,1,6,54156
